,document_url,keywords,region,sector,title,date_posted,country,project_type,seeking_support,meta_organization,meta_category,meta_collected_date,meta_base_url
0,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:MongoliaTAPM1.pdf,"alternative energies, alternative power, Asia and the Pacific, energy, hydroelectricity, Mongolia, renewable energies, renewable energy systems, water power",Asia and the Pacific,Energy,Large scale hydropower plant, 2013,Mongolia,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
1,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:MongoliaTAPM2.pdf,"alternative energies, alternative power, Asia and the Pacific, electricity grids, energy, international development, Mongolia, projects, renewable energies, renewable energy systems, wind",Asia and the Pacific,Energy,Wind park, 2013,Mongolia,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
2,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:MongoliaTAPM3.pdf,"Asia and the Pacific, coal powered, energy, energy efficiency, Coal fueled, international development, Mongolia",Asia and the Pacific,Energy,Pulverized coal combustion technologies (super-critical), 2013,Mongolia,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
3,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:MongoliaTAPM4.pdf,"Asia and the Pacific, conservation laws, electric power generation, energy, energy conservation, energy efficiency, implementation, lighting, Mongolia",Asia and the Pacific,Energy,Efficient lighting, 2013,Mongolia,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
4,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:MongoliaTAPM5.pdf,"Asia and the Pacific, building types, energy, energy efficiency, global climate, Mongolia, thermal insulation",Asia and the Pacific,Energy,Improved insulation of panel apartment buildings, 2013,Mongolia,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
5,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:MongoliaTAPA1.pdf,"adaptation, agriculture / forestry / land use, Asia and the Pacific, crops, global climate, industry, international development, Mongolia",Asia and the Pacific,Agriculture / Forestry / Land-use,System of wheat intensification, 2013,Mongolia,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
6,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:MongoliaTAPA2.pdf,"agriculture / forestry / land use, Asia and the Pacific, economic cost, global climate, international development, irrigated agriculture, irrigation, Mongolia, water, water resources",Asia and the Pacific,Agriculture / Forestry / Land-use,Vegetable production system, 2013,Mongolia,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
7,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Cuba1.pdf,"Cuba, efficient construction of buildings, energy, energy policies, financial barriers, gas turbines, international development, Latin America and the Caribbean, mitigation, NAMA, nationally appropriate mitigation actions, natural gas, sustainable development, transport",Latin America and the Caribbean,Energy,Combined gas cycle power plant, 2013,Cuba,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
8,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:MongoliaTAPA3.pdf,"agriculture / forestry / land use, Asia and the Pacific, global climate, Mongolia ",Asia and the Pacific,Agriculture / Forestry / Land-use,Potato seed production system, 2013,Mongolia,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
9,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Cuba2.pdf,"Cuba, electricity generation, forestry, gasification, industry, international development, Latin America and the Caribbean, waste, wood fuel, woody biomass",Latin America and the Caribbean,Energy,Gasification of sawmill residuals, 2013,Cuba,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
10,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:MongoliaTAPA4.pdf,"adaption, agriculture / forestry / land use, Asia and the Pacific, domestic animals, droughts, global climate, hydrology, international development, livestock, migration, Mongolia, monitoring, natural disasters, relocation, Weather",Asia and the Pacific,Agriculture / Forestry / Land-use,Seasonal prediction and livestock early warning system, 2013,Mongolia,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
11,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Cuba3.pdf,"Cuba, Latin America and the Caribbean, rail transport, economic capital, international development, transport",Latin America and the Caribbean,Transport,Transportation of freight rail - Rehabilitation of the southern line, 2013,Cuba,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
12,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:MongoliaTAPA5.pdf,"adaptation, agriculture / forestry / land use, Asia and the Pacific, domestic animals, global climate, health, human health, livestock, Mongolia",Asia and the Pacific,Agriculture / Forestry / Land-use,High quality livestock, 2013,Mongolia,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
13,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Cuba4.pdf,"Cuba, Latin America and the Caribbean, adaptation, agriculture, forestry, global climate, irrigated agriculture, land-use, rice, water resources",Latin America and the Caribbean,Agriculture / Forestry / Land-use,Water management of rice production systems, 2013,Cuba,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
14,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:MongoliaTAPA6.pdf,"agriculture / forestry / land use, Asia and the Pacific, domestic animals, livestock, Mongolia ",Asia and the Pacific,Agriculture / Forestry / Land-use,Sustainable pasture management, 2013,Mongolia,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
15,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Cuba5.pdf,"Cuba, extraction, global climate, international development, Latin America and the Caribbean, water resources",Latin America and the Caribbean,Water,"Drilling, coating design and exploitation of shallow wells for water extraction or for recharging of the underground aquifer", 2013,Cuba,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
16,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Cuba6.pdf,"adaptation, cities, climate change, climate vulnerability, coastal zones, Cuba, efficient construction of buildings, flooding, floods, global climate, hurricanes, infrastructure, Latin America and the Caribbean, rain, settlements, wind",Latin America and the Caribbean,Infrastructure / Settlement (including coastal zones),Construction of houses to reduce their vulnerability to the dangers of climate change, 2013,Cuba,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
17,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Ecuador1.pdf,"Ecuador, energy, implementation, Latin America and the Caribbean, livestock, waste",Latin America and the Caribbean,Energy,Management of solid and liquid waste from livestock production, 2013,Ecuador,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
18,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Ecuador2.pdf,"biodegradable waste, biogas, Ecuador, emissions, energy, GHG, greenhouse gas emissions, greenhouse gases, implementation, international development, Latin America and the Caribbean, livestock, organic waste, pollution, renewable energies, waste, water resources",Latin America and the Caribbean,Energy,Medium scale anaerobic digestion for parish farmers in Lloa, 2013,Ecuador,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
19,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Ecuador3.pdf,"Ecuador, energy, implementation, international development, Latin America and the Caribbean, livestock, manure, waste",Latin America and the Caribbean,Energy,Poultry composting for the Santo Domingo region Lloa, 2013,Ecuador,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
20,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Ecuador4.pdf,"Africa, anaerobic digestion, Ecuador, energy, global climate, implementation, international development, livestock, waste",Africa,Energy,Anaerobic digestion for small scale pork producers of the Quijos region, 2013,Ecuador,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
21,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Ecuador5.pdf,"adaptation, Ecuador, global climate, implementation, Latin America and the Caribbean, water resources",Latin America and the Caribbean,Water,Management plan and restoration of moors in the province of Chimborazo, 2013,Ecuador,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
22,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Ecuador6.pdf,"adaptation, Ecuador, global climate, implementation, international development, Latin America and the Caribbean, water resources, weather",Latin America and the Caribbean,Water,Capacity building development for monitoring and climate hydrologic prediction in the the Chambo subbasin, 2013,Ecuador,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
23,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Ecuador7.pdf,"Ecuador, global climate, implementation, international development, irrigated agriculture, Latin America and the Caribbean, water resources",Latin America and the Caribbean,Water,Water supply quality and quantity monitoring in the basins of the Chico and Portoviejo rivers, 2013,Ecuador,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
24,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Ecuador8.pdf,"adaptation, Ecuador, global climate, Latin America and the Caribbean, reservoir, water resources",Latin America and the Caribbean,Water,Lettuce management and control plan in the Manabí river system, 2013,Ecuador,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
25,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Ecuador9.pdf,"adaptation, Ecuador, energy, financing mechanisms, global climate, international development, irrigated agriculture, Latin America and the Caribbean",Latin America and the Caribbean,Water,Community housing finance for improving agricultural practices and irrigation - general board of irrigation system users Chambo - Guano, 2013,Ecuador,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
26,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Ecuador10.pdf,"Ecuador, energy efficiency, irrigated agriculture, Latin America and the Caribbean, water resources",Latin America and the Caribbean,Water,Improving irrigation efficiency by reducing losses and building capacity, 2013,Ecuador,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
27,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Ecuador11.pdf,"adaptation, Ecuador, global climate, health sector, human health, implementation, infrastructure, international development, irrigated agriculture, Latin America and the Caribbean, pollution, vulnerability, water resources",Latin America and the Caribbean,Water,Interinstitutional management of risks and threats in Chimborazo irrigation systems, 2013,Ecuador,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
28,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Ecuador12.pdf,"Ecuador, forestry, forestry sector, forests, global climate, groundwater sources, Latin America and the Caribbean, water resources",Latin America and the Caribbean,Water,"Monitoring of water resources of Cantagallo and Jipijapa subbasins and aquifers Cantagallo, Manabí - Equador", 2013,Ecuador,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
29,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Elsalvador1.pdf,"agriculture, El Salvador, forestry, global climate, international development, irrigated agriculture, land-use, Latin America and the Caribbean",Latin America and the Caribbean,Agriculture / Forestry / Land-use,Drip irrigation systems, 2013,El Salvador,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
30,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Elsalvador2.pdf,"adaptation, agriculture, El Salvador, forestry, forestry sector, forests, international development, land-use, Latin America and the Caribbean, sustainability",Latin America and the Caribbean,Agriculture / Forestry / Land-use,Agroforestrial systems, 2013,El Salvador,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
31,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Elsalvador4.pdf,"adaptation, agriculture, bridges, El Salvador, forestry, forests, global climate, implementation, international development, land-use, Latin America and the Caribbean, protection, roads",Latin America and the Caribbean,Agriculture / Forestry / Land-use,Establishment of gallery forests, 2013,El Salvador,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
32,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Elsalvador5.pdf,"adaptation, agriculture, building types, efficient construction of buildings, El Salvador, forestry, global climate, international development, land-use, Latin America and the Caribbean",Latin America and the Caribbean,Agriculture / Forestry / Land-use,Construction of houses on stilts, 2013,El Salvador,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
33,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Elsalvador6.pdf,"agriculture, El Salvador, forestry, global climate, infrastructure, international development, land-use, Latin America and the Caribbean, natural disasters",Latin America and the Caribbean,Agriculture / Forestry / Land-use,Development of school infrastructure diagnostics, 2013,El Salvador,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
34,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Elsalvador7.pdf,"adaptation, climate vulnerability, El Salvador, electricity generation, energy, energy efficiency, global climate, implementation, international development, Latin America and the Caribbean, mitigation, renewable energies",Latin America and the Caribbean,Energy,Change of lighting and efficient air conditioners, 2013,El Salvador,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
35,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Ghana1.pdf,"Africa, coastal zones, efficient construction of buildings, Ghana, global climate, infrastructures, international development, reservoir, savannahs, settlements, water resources",Africa,Infrastructure / Settlement (including coastal zones),Rainwater collection from ground surface, 2013,Ghana,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
36,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:Ghana2.pdf,"Africa, agriculture, forestry, Ghana, global climate, implementation, international development, land-use",Africa,Agriculture / Forestry / Land-use,The integrated nutrient management (INM) technology, 2013,Ghana,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
37,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:KenyaM1.pdf,"Africa, energy, global climate, health sector, international development, Kenya, mitigation, targets",Africa,Energy,Promotion of diffusion of solar home system technology in Kenya, 2013,Kenya,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
38,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:KenyaM2.pdf,"Africa, biogas, energy, global climate, international development, Kenya, mitigation, water",Africa,Water,Building national capacity to increase  utilization of bio-gas technology towards enhanced conservation of forests and cleaner environment, 2013,Kenya,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
39,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:KenyaM3.pdf,"Africa, energy, global climate, international development, Kenya, mitigation",Africa,Energy,Promotion of solar dryers technology and capacity building for technicians and farmers in Kenya, 2013,Kenya,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
40,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:KenyaA1.pdf,"Africa, agriculture, forestry, global climate, international development, irrigated agriculture, Kenya, land-use",Africa,Agriculture / Forestry / Land-use,Integrated Climate Change Adaptation Project in water harvesting and drip irrigation in selected counties, 2013,Kenya,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
41,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:KenyaA2.pdf,"Africa, agriculture, droughts, food security, forestry, global climate, Kenya, land-use",Africa,Agriculture / Forestry / Land-use,Promotion of adoption of drought tolerant sorghum in arid and semi - arid lands (ASALs) of Kenya, 2013,Kenya,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
42,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:ArgentinaTAPM1.pdf,"Argentina, bio energy cogeneration, cogeneration, combined heat and power, electricity generation, energy, industry, international development, Latin America and the Caribbean",Latin America and the Caribbean,Industry,El sector de cogeneración en la industria, 2013,Argentina,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
43,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:ArgentinaTAPM2.pdf,"Argentina, international development, Latin America and the Caribbean, mitigation, transport",Latin America and the Caribbean,Transport,El sector transporte, 2013,Argentina,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
44,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:ArgentinaTAPM3.pdf,"Argentina, energy, implementation, international development, Latin America and the Caribbean, mitigation, municipal solid waste, waste",Latin America and the Caribbean,Waste,El sector residuos, 2013,Argentina,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
45,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:ArgentinaTAPM4.pdf,"agriculture / forestry / land use, Argentina, emissions, energy, international development, Latin America and the Caribbean, livestock, mitigation",Latin America and the Caribbean,Agriculture / Forestry / Land-use,El sector agricola. Optimización del uso del nitrógeno en las actividades agrícolas-ganaderas, 2013,Argentina,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
46,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:ArgentinaTAPA1.pdf,"Argentina, climate observation / early warning, global climate, international development, Latin America and the Caribbean, maintenance, monitoring, stakeholders, water",Latin America and the Caribbean,Climate observation / Early warning,Observación y medición de variables climáticas e hidrológicas, 2013,Argentina,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
47,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:CubaTAPM1.pdf,"Cuba, electricity generation, emissions, energy, energy efficiency, greenhouse gas emissions, international development, Latin America and the Caribbean, mitigation, social development",Latin America and the Caribbean,Energy,La tecnología de ciclo combinado con gas, 2013,Cuba,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
48,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:CubaTAPM2.pdf,"biomass, Cuba, electricity generation, energy, forestry, gasification, industry, Latin America and the Caribbean, mitigation, waste, wood fuel, woody biomass",Latin America and the Caribbean,Energy,La tecnología de gasificación de residuos de aserradero, 2013,Cuba,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
49,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:MongoliaM1.pdf,"Asia and the Pacific, dams, electricity generation, energy, grids, mitigation, Mongolia, renewable energies",Asia and the Pacific,Energy,Hydropower plant in Egiin river, 2013,Mongolia,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
50,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:CubaTAPM3.pdf,"capital cost, Cuba, emissions, energy, infrastructure, Latin America and the Caribbean, mitigation, transport",Latin America and the Caribbean,"Transport, Energy",La tecnología de incremento del uso del ferrocarril en la transportación de carga, 2013,Cuba,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
51,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:MongoliaM2.pdf,"Asia and the Pacific, electricity generation, energy, grids, Mongolia, renewable energies, wind",Asia and the Pacific,Energy,The wind park project in Govi region, 2013,Mongolia,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
52,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:CubaTAPA1.pdf,"agriculture / forestry / land use, Cuba, global climate, irrigated agriculture, Latin America and the Caribbean, rice, water resources",Latin America and the Caribbean,Agriculture / Forestry / Land-use,Manejo del agua en sistemas de producción de arroz, 2013,Cuba,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
53,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:MongoliaM3.pdf,"Asia and the Pacific, efficient construction of buildings, electricity generation, emissions, energy, Mongolia",Asia and the Pacific,Energy,Super critical thermal power plants (TPP) capacity 600 MW, 2013,Mongolia,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
54,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:CubaTAPA2.pdf,"adaptation, Cuba, extraction, Latin America and the Caribbean, water resources ",Latin America and the Caribbean,Water,"Perforación,  recubrimiento y diseño de la explotación de pozos poco profundos para extracción de agua o para la recarga del manto subterráneo", 2013,Cuba,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
55,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:MongoliaM4.pdf,"Asia and the Pacific, building types, domestic heating, energy, Mongolia, thermal insulations",Asia and the Pacific,Energy,Improved insulation of 300 existing panel apartment buildings in Ulaanbaatar, 2013,Mongolia,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
56,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:CubaTAPA3.pdf,"climate vulnerability, Cuba, economic capital, efficient construction of buildings, global climate, infrastructure / settlement (including coastal zones), Latin America and the Caribbean",Latin America and the Caribbean,Infrastructure / Settlement (including coastal zones),Construcción de viviendas por encima de la cota de inundación, 2013,Cuba,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
57,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:MongoliaM5.pdf,"Asia and the Pacific, building types, domestic heating, electricity generation, electricity grids, energy, energy efficiency, implementation, lighting, Mongolia, peak demand, thermal insulations, urban",Asia and the Pacific,Energy,Replacement of 500000 incandescent light bulbs by energyefficient compact fluorescent lamps in urban households, 2013,Mongolia,Project Idea,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
58,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:ColombiaTAPM1.pdf,"Colombia, combustion, domestic heating, energy, energy efficiency, industry, international development, Latin America and the Caribbean, projects, training",Latin America and the Caribbean,Industry,Las tecnologías del sector metalmecánico, 2013,Colombia,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
59,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:ColombiaTAPM2.pdf,"Colombia, energy, industry, Latin America and the Caribbean, manufacturing, targets, urban",Latin America and the Caribbean,Industry,La tecnología horno de crisol autoregenerativo, 2013,Colombia,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
60,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:ColombiaTAPM3.pdf,"Colombia, electricity generation, energy, energy efficiency, industry, Latin America and the Caribbean",Latin America and the Caribbean,Industry,La tecnología horno de inducción, 2013,Colombia,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
61,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:ColombiaTAPM4.pdf,"burners, Colombia, domestic heating, energy, industry, Latin America and the Caribbean",Latin America and the Caribbean,Industry,La tecnología quemadores autoregenerativos y autorecuperables, 2013,Colombia,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
62,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:ColombiaTAPM5.pdf,"Colombia, energy, energy efficiency, financing, industry, innovation, Latin America and the Caribbean",Latin America and the Caribbean,Industry,Las tecnologías del sector ladrillero, 2013,Colombia,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
63,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:ColombiaTAPA1.pdf,"adaptation, climate vulnerability, Colombia, global climate, implementation, infrastructure / settlement (including coastal zones), international development, interventions, Latin America and the Caribbean, soil erosion",Latin America and the Caribbean,Infrastructure / Settlement (including coastal zones),La tecnología rellenos de playa, 2013,Colombia,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
64,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:ColombiaTAPA2.pdf,"Colombia, global climate, implementation, infrastructure / settlement (including coastal zones), international development, Latin America and the Caribbean, monitoring systems, weather",Latin America and the Caribbean,Infrastructure / Settlement (including coastal zones),La technología sistemas de monitoreo avanzado, 2013,Colombia,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
65,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:El SalvadorTAPA1.pdf,"adaptation, agriculture / forestry / land use, forestry, forests, El Salvador, global climate, irrigated agriculture, Latin America and the Caribbean, protection, water resources",Latin America and the Caribbean,Agriculture / Forestry / Land-use,Los sistemas de riego por goteo, 2013,El Salvador,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
66,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:El SalvadorTAPA2.pdf,"adaptation, agriculture / forestry / land use, crops, El Salvador, Latin America and the Caribbean",Latin America and the Caribbean,Agriculture / Forestry / Land-use,La tecnología para los sistemas agroforestales, 2013,El Salvador,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
67,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:El SalvadorTAPA3.pdf,"adaptation, crops, El Salvador, health, human health, Latin America and the Caribbean, protection, water resources",Latin America and the Caribbean,Human health,La tecnología de letrinas elevadas, 2013,El Salvador,Technology Action Plan,True,unfccc,climate_tech_project,2017-11-07 19:47:58.414212,http://unfccc.int/ttclear/
